"","species","species.code","stop","date","year","occ.hist","julian.z","time.m.z","cloud.cover.z","wind.z","noise.z","snow.cover.z","precip.z","temp.z","lat.z"
"644","Great Horned Owl","GHOW",5,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"645","Northern Saw-whet Owl","NSWO",5,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"646","Barred Owl","BARR",6,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"647","Great Horned Owl","GHOW",6,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"648","Northern Saw-whet Owl","NSWO",6,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"649","Barred Owl","BARR",7,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"650","Great Horned Owl","GHOW",7,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"651","Northern Saw-whet Owl","NSWO",7,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"652","Barred Owl","BARR",8,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"653","Great Horned Owl","GHOW",8,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"654","Northern Saw-whet Owl","NSWO",8,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"655","Barred Owl","BARR",9,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"656","Great Horned Owl","GHOW",9,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"657","Northern Saw-whet Owl","NSWO",9,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"658","Barred Owl","BARR",10,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"659","Great Horned Owl","GHOW",10,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"660","Northern Saw-whet Owl","NSWO",10,"2004-03-17","2004","0000000000000000",-1.63392235901719,0,0,0,0,0,0,0,0
"5581","Barred Owl","BARR",1,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5582","Great Horned Owl","GHOW",1,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5583","Northern Saw-whet Owl","NSWO",1,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5584","Barred Owl","BARR",2,"2004-03-20","2004","0000000000001000",-1.32028529931248,-0.63343529168779,-0.731957599603146,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-2.4065949965893,0
"5585","Great Horned Owl","GHOW",2,"2004-03-20","2004","0000000000000000",-1.32028529931248,-0.63343529168779,-0.731957599603146,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-2.4065949965893,0
"5586","Northern Saw-whet Owl","NSWO",2,"2004-03-20","2004","0000011111000011",-1.32028529931248,-0.63343529168779,-0.731957599603146,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-2.4065949965893,0
"5587","Barred Owl","BARR",3,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5588","Great Horned Owl","GHOW",3,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5589","Northern Saw-whet Owl","NSWO",3,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5590","Barred Owl","BARR",4,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5591","Great Horned Owl","GHOW",4,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5592","Northern Saw-whet Owl","NSWO",4,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5593","Barred Owl","BARR",5,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5594","Great Horned Owl","GHOW",5,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5595","Northern Saw-whet Owl","NSWO",5,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5596","Barred Owl","BARR",6,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5597","Great Horned Owl","GHOW",6,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5598","Northern Saw-whet Owl","NSWO",6,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5599","Barred Owl","BARR",7,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5600","Great Horned Owl","GHOW",7,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5601","Northern Saw-whet Owl","NSWO",7,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5602","Barred Owl","BARR",8,"2004-03-20","2004","0110000000100000",-1.32028529931248,0.014812758784067,0,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-2.17222455944435,0
"5603","Great Horned Owl","GHOW",8,"2004-03-20","2004","0000000000000000",-1.32028529931248,0.014812758784067,0,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-2.17222455944435,0
"5604","Northern Saw-whet Owl","NSWO",8,"2004-03-20","2004","0000000000000000",-1.32028529931248,0.014812758784067,0,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-2.17222455944435,0
"5605","Barred Owl","BARR",9,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5606","Great Horned Owl","GHOW",9,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5607","Northern Saw-whet Owl","NSWO",9,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"5608","Barred Owl","BARR",10,"2004-03-20","2004","0010000001111100",-1.32028529931248,0.237204425734266,0,0.48593174642507,-0.597749937824425,0.320201002102275,-0.181053749544983,-1.93785412229941,0
"5609","Great Horned Owl","GHOW",10,"2004-03-20","2004","0000000000000000",-1.32028529931248,0.237204425734266,0,0.48593174642507,-0.597749937824425,0.320201002102275,-0.181053749544983,-1.93785412229941,0
"5610","Northern Saw-whet Owl","NSWO",10,"2004-03-20","2004","0000000000000000",-1.32028529931248,0.237204425734266,0,0.48593174642507,-0.597749937824425,0.320201002102275,-0.181053749544983,-1.93785412229941,0
"6571","Barred Owl","BARR",1,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6572","Great Horned Owl","GHOW",1,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6573","Northern Saw-whet Owl","NSWO",1,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6574","Barred Owl","BARR",2,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6575","Great Horned Owl","GHOW",2,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6576","Northern Saw-whet Owl","NSWO",2,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6577","Barred Owl","BARR",3,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6578","Great Horned Owl","GHOW",3,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6579","Northern Saw-whet Owl","NSWO",3,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6580","Barred Owl","BARR",4,"2004-03-20","2004","0000000000000001",-1.32028529931248,-0.524605327010033,0,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-2.17222455944435,0
"6581","Great Horned Owl","GHOW",4,"2004-03-20","2004","0000000000000000",-1.32028529931248,-0.524605327010033,0,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-2.17222455944435,0
"6582","Northern Saw-whet Owl","NSWO",4,"2004-03-20","2004","0000000000000000",-1.32028529931248,-0.524605327010033,0,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-2.17222455944435,0
"6583","Barred Owl","BARR",5,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6584","Great Horned Owl","GHOW",5,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6585","Northern Saw-whet Owl","NSWO",5,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6586","Barred Owl","BARR",6,"2004-03-20","2004","0000000000000000",-1.32028529931248,-0.321140610438574,0,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-1.93785412229941,0
"6587","Great Horned Owl","GHOW",6,"2004-03-20","2004","0000100000000011",-1.32028529931248,-0.321140610438574,0,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-1.93785412229941,0
"6588","Northern Saw-whet Owl","NSWO",6,"2004-03-20","2004","0000000000000000",-1.32028529931248,-0.321140610438574,0,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-1.93785412229941,0
"6589","Barred Owl","BARR",7,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6590","Great Horned Owl","GHOW",7,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6591","Northern Saw-whet Owl","NSWO",7,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6592","Barred Owl","BARR",8,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6593","Great Horned Owl","GHOW",8,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6594","Northern Saw-whet Owl","NSWO",8,"2004-03-20","2004","0000000000000000",-1.32028529931248,0,0,0,0,0,0,0,0
"6595","Barred Owl","BARR",9,"2004-03-20","2004","0000000000000010",-1.32028529931248,0.0573983971362328,0,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-2.17222455944435,0
"6596","Great Horned Owl","GHOW",9,"2004-03-20","2004","0000000000000000",-1.32028529931248,0.0573983971362328,0,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-2.17222455944435,0
"6597","Northern Saw-whet Owl","NSWO",9,"2004-03-20","2004","0000000000000000",-1.32028529931248,0.0573983971362328,0,-0.702602611714171,-0.597749937824425,-0.912132212410609,-0.181053749544983,-2.17222455944435,0
"6598","Barred Owl","BARR",10,"2004-03-20","2004","0000000000000000",-1.32028529931248,0.15676488662462,0,-0.702602611714171,0,-0.912132212410609,-0.181053749544983,-1.70348368515446,0
"6599","Great Horned Owl","GHOW",10,"2004-03-20","2004","0000100000000000",-1.32028529931248,0.15676488662462,0,-0.702602611714171,0,-0.912132212410609,-0.181053749544983,-1.70348368515446,0
"6600","Northern Saw-whet Owl","NSWO",10,"2004-03-20","2004","0000000000000000",-1.32028529931248,0.15676488662462,0,-0.702602611714171,0,-0.912132212410609,-0.181053749544983,-1.70348368515446,0
"14221","Barred Owl","BARR",1,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14222","Great Horned Owl","GHOW",1,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14223","Northern Saw-whet Owl","NSWO",1,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14224","Barred Owl","BARR",2,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14225","Great Horned Owl","GHOW",2,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14226","Northern Saw-whet Owl","NSWO",2,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14227","Barred Owl","BARR",3,"2004-03-24","2004","0101000000000000",-0.902102553039542,-0.60504486611968,-0.0946006020703501,0.48593174642507,-0.597749937824425,0.320201002102275,-0.181053749544983,-0.766001936574674,0
"14228","Great Horned Owl","GHOW",3,"2004-03-24","2004","0000000000000000",-0.902102553039542,-0.60504486611968,-0.0946006020703501,0.48593174642507,-0.597749937824425,0.320201002102275,-0.181053749544983,-0.766001936574674,0
"14229","Northern Saw-whet Owl","NSWO",3,"2004-03-24","2004","0000000000000000",-0.902102553039542,-0.60504486611968,-0.0946006020703501,0.48593174642507,-0.597749937824425,0.320201002102275,-0.181053749544983,-0.766001936574674,0
"14230","Barred Owl","BARR",4,"2004-03-24","2004","0000000001000000",-0.902102553039542,-0.486751426252553,-0.731957599603146,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-0.766001936574674,0
"14231","Great Horned Owl","GHOW",4,"2004-03-24","2004","0000000000000000",-0.902102553039542,-0.486751426252553,-0.731957599603146,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-0.766001936574674,0
"14232","Northern Saw-whet Owl","NSWO",4,"2004-03-24","2004","0000000000000000",-0.902102553039542,-0.486751426252553,-0.731957599603146,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-0.766001936574674,0
"14233","Barred Owl","BARR",5,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14234","Great Horned Owl","GHOW",5,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14235","Northern Saw-whet Owl","NSWO",5,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14236","Barred Owl","BARR",6,"2004-03-24","2004","0010000000000000",-0.902102553039542,-0.250164546518298,-0.731957599603146,-0.702602611714171,1.05415998887263,0.320201002102275,-0.181053749544983,-1.46911324800951,0
"14237","Great Horned Owl","GHOW",6,"2004-03-24","2004","0000000000000000",-0.902102553039542,-0.250164546518298,-0.731957599603146,-0.702602611714171,1.05415998887263,0.320201002102275,-0.181053749544983,-1.46911324800951,0
"14238","Northern Saw-whet Owl","NSWO",6,"2004-03-24","2004","0000000000000000",-0.902102553039542,-0.250164546518298,-0.731957599603146,-0.702602611714171,1.05415998887263,0.320201002102275,-0.181053749544983,-1.46911324800951,0
"14239","Barred Owl","BARR",7,"2004-03-24","2004","0000000000000000",-0.902102553039542,-0.146066319435226,-0.731957599603146,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-1.46911324800951,0
"14240","Great Horned Owl","GHOW",7,"2004-03-24","2004","0000000000010001",-0.902102553039542,-0.146066319435226,-0.731957599603146,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-1.46911324800951,0
"14241","Northern Saw-whet Owl","NSWO",7,"2004-03-24","2004","0000000000000000",-0.902102553039542,-0.146066319435226,-0.731957599603146,-0.702602611714171,-0.597749937824425,0.320201002102275,-0.181053749544983,-1.46911324800951,0
"14242","Barred Owl","BARR",8,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14243","Great Horned Owl","GHOW",8,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14244","Northern Saw-whet Owl","NSWO",8,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14245","Barred Owl","BARR",9,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14246","Great Horned Owl","GHOW",9,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
"14247","Northern Saw-whet Owl","NSWO",9,"2004-03-24","2004","0000000000000000",-0.902102553039542,0,0,0,0,0,0,0,0
